epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
181,10014.6,0.62502,0.47965,1.16885,0.71688,0.71031,0.74892,0.54515,1.12674,0.76235,1.75337,0.002872,0.002872,0.002872
182,10066.9,0.61827,0.46877,1.1665,0.71229,0.71602,0.74889,0.54559,1.12892,0.76406,1.75687,0.0028324,0.0028324,0.0028324
183,10119.2,0.62005,0.47111,1.16505,0.71409,0.71529,0.74911,0.54555,1.12679,0.76335,1.7554,0.0027928,0.0027928,0.0027928
184,10171.5,0.61675,0.47004,1.16504,0.71208,0.71465,0.74951,0.5455,1.12495,0.76473,1.7542,0.0027532,0.0027532,0.0027532
185,10223.8,0.61768,0.47265,1.17006,0.71125,0.71473,0.74923,0.5455,1.12447,0.76458,1.75356,0.0027136,0.0027136,0.0027136
186,10276.5,0.62106,0.47036,1.16791,0.72051,0.70704,0.74804,0.54391,1.12525,0.76387,1.75448,0.002674,0.002674,0.002674
187,10328.6,0.61985,0.4766,1.16564,0.71681,0.70839,0.74672,0.54372,1.12407,0.76322,1.75426,0.0026344,0.0026344,0.0026344
188,10381,0.61588,0.46327,1.16379,0.71619,0.70967,0.74584,0.54433,1.12457,0.76339,1.7558,0.0025948,0.0025948,0.0025948
189,10433.1,0.61316,0.46108,1.15893,0.71529,0.70867,0.74544,0.54385,1.12465,0.76391,1.75637,0.0025552,0.0025552,0.0025552
190,10485.3,0.60883,0.4643,1.15555,0.71911,0.70794,0.7455,0.54414,1.12579,0.76481,1.75744,0.0025156,0.0025156,0.0025156
191,10537.8,0.61064,0.46382,1.16017,0.7215,0.70777,0.74554,0.54426,1.12552,0.76401,1.75769,0.002476,0.002476,0.002476
192,10590.4,0.60453,0.45895,1.15568,0.7199,0.70593,0.74536,0.54339,1.12493,0.76461,1.75717,0.0024364,0.0024364,0.0024364
193,10642.8,0.60847,0.45935,1.15886,0.72055,0.70702,0.74518,0.54255,1.12463,0.76308,1.75698,0.0023968,0.0023968,0.0023968
194,10695.4,0.59776,0.45556,1.15623,0.72075,0.70771,0.74512,0.54355,1.12457,0.7622,1.75711,0.0023572,0.0023572,0.0023572
195,10747.5,0.59425,0.44912,1.15166,0.72119,0.70811,0.74512,0.54321,1.12441,0.76302,1.75727,0.0023176,0.0023176,0.0023176
196,10800.1,0.59256,0.45079,1.15236,0.72322,0.70702,0.74466,0.54339,1.12623,0.76179,1.7595,0.002278,0.002278,0.002278
197,10852.6,0.59802,0.45664,1.15223,0.72986,0.70726,0.74523,0.5434,1.12546,0.76183,1.75867,0.0022384,0.0022384,0.0022384
198,10904.2,0.59368,0.45288,1.14695,0.73132,0.70585,0.7447,0.54169,1.12515,0.76237,1.7585,0.0021988,0.0021988,0.0021988
199,10955.3,0.59086,0.44872,1.14795,0.72953,0.70767,0.74419,0.54123,1.12692,0.76143,1.76093,0.0021592,0.0021592,0.0021592
200,11005.9,0.59126,0.44623,1.14808,0.73287,0.70552,0.74452,0.54148,1.12722,0.761,1.76179,0.0021196,0.0021196,0.0021196
201,11057,0.59805,0.45289,1.15402,0.7338,0.70071,0.74345,0.54244,1.12714,0.76101,1.76227,0.00208,0.00208,0.00208
202,11108.1,0.59,0.44274,1.14557,0.73498,0.69785,0.74314,0.5438,1.13422,0.74917,1.7751,0.0020404,0.0020404,0.0020404
203,11159.1,0.58694,0.44518,1.14253,0.73351,0.69661,0.74315,0.54368,1.12791,0.76175,1.76381,0.0020008,0.0020008,0.0020008
204,11210.5,0.58685,0.4388,1.14265,0.73203,0.69625,0.74243,0.54344,1.12841,0.76284,1.76437,0.0019612,0.0019612,0.0019612
205,11261.5,0.58467,0.43917,1.14021,0.73145,0.70303,0.74188,0.54305,1.12879,0.76227,1.76495,0.0019216,0.0019216,0.0019216
206,11312.8,0.59394,0.44175,1.14091,0.73177,0.70477,0.7424,0.54289,1.12761,0.76253,1.76348,0.001882,0.001882,0.001882
207,11363.8,0.57794,0.43584,1.13864,0.72569,0.70954,0.74252,0.54421,1.11988,0.77547,1.74983,0.0018424,0.0018424,0.0018424
208,11415.1,0.58397,0.43821,1.14141,0.72873,0.70706,0.74275,0.54398,1.12094,0.77698,1.75135,0.0018028,0.0018028,0.0018028
209,11466.1,0.58144,0.43425,1.13786,0.73414,0.70264,0.74209,0.54364,1.12133,0.77688,1.75163,0.0017632,0.0017632,0.0017632
210,11517.1,0.57651,0.43472,1.13545,0.73575,0.70109,0.74272,0.54326,1.1208,0.77834,1.75099,0.0017236,0.0017236,0.0017236
