epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1603.22,0.99796,1.05081,1.48656,0.67233,0.65664,0.70109,0.46358,1.2027,0.88887,1.7791,0.0088912,0.0088912,0.0088912
30,1657.68,0.99276,1.04846,1.48353,0.67279,0.70104,0.71356,0.47581,1.22649,0.82031,1.80299,0.0088516,0.0088516,0.0088516
31,1712.35,0.97518,1.04348,1.47173,0.71954,0.64671,0.71281,0.4764,1.24944,0.85566,1.81962,0.008812,0.008812,0.008812
32,1767.05,0.98385,1.01509,1.47022,0.66726,0.6946,0.71581,0.49028,1.1682,0.79462,1.74501,0.0087724,0.0087724,0.0087724
33,1821.96,0.97091,1.00254,1.46051,0.70193,0.68308,0.72779,0.50559,1.18686,0.72868,1.73776,0.0087328,0.0087328,0.0087328
34,1876.77,0.97087,0.98166,1.45568,0.6994,0.66752,0.72435,0.49394,1.18878,0.80783,1.7533,0.0086932,0.0086932,0.0086932
35,1931.37,0.97594,0.99243,1.46218,0.71207,0.69191,0.72708,0.50678,1.19335,0.84492,1.755,0.0086536,0.0086536,0.0086536
36,1986.13,0.96819,0.98574,1.45931,0.68988,0.67346,0.71656,0.48835,1.2782,0.85739,1.85442,0.008614,0.008614,0.008614
37,2040.79,0.96489,0.9752,1.45068,0.65988,0.67788,0.72009,0.49103,1.16373,0.79058,1.73865,0.0085744,0.0085744,0.0085744
38,2095.35,0.963,0.96568,1.44781,0.70157,0.6822,0.73936,0.49833,1.13745,0.72397,1.71116,0.0085348,0.0085348,0.0085348
39,2150.65,0.95226,0.95853,1.44636,0.68284,0.65869,0.69968,0.49071,1.14532,0.77087,1.71152,0.0084952,0.0084952,0.0084952
40,2203.66,0.96093,0.95149,1.44598,0.72194,0.71278,0.74546,0.50798,1.14176,0.76521,1.70723,0.0084556,0.0084556,0.0084556
41,2256.76,0.95202,0.93331,1.43647,0.70181,0.63958,0.70458,0.47715,1.18259,0.84614,1.74438,0.008416,0.008416,0.008416
42,2309.91,0.94291,0.93403,1.43512,0.71189,0.6846,0.73224,0.50937,1.17379,0.74566,1.71874,0.0083764,0.0083764,0.0083764
43,2362.53,0.93583,0.91442,1.42341,0.71039,0.6946,0.73036,0.50598,1.15491,0.76461,1.72233,0.0083368,0.0083368,0.0083368
44,2416.08,0.9364,0.91014,1.42119,0.73626,0.72015,0.75482,0.51756,1.14096,0.70072,1.69262,0.0082972,0.0082972,0.0082972
45,2469.13,0.93518,0.90588,1.42648,0.71138,0.68829,0.72814,0.50318,1.18638,0.77366,1.75892,0.0082576,0.0082576,0.0082576
46,2522.41,0.92354,0.90533,1.41725,0.71506,0.70101,0.73336,0.50523,1.14523,0.73973,1.72841,0.008218,0.008218,0.008218
47,2575.84,0.93532,0.90529,1.42207,0.70129,0.69485,0.73369,0.51022,1.16719,0.80734,1.73973,0.0081784,0.0081784,0.0081784
48,2628.35,0.91583,0.87759,1.41014,0.72736,0.6933,0.75027,0.52494,1.18467,0.72246,1.76784,0.0081388,0.0081388,0.0081388
49,2681.25,0.92099,0.8918,1.4142,0.72944,0.69602,0.7461,0.51591,1.15495,0.73746,1.70997,0.0080992,0.0080992,0.0080992
50,2733.93,0.92015,0.87261,1.41048,0.72029,0.71471,0.75108,0.53336,1.07387,0.72057,1.64254,0.0080596,0.0080596,0.0080596
51,2787.08,0.91845,0.8692,1.40872,0.73815,0.68734,0.74092,0.51724,1.15786,0.74992,1.72485,0.00802,0.00802,0.00802
52,2839.68,0.90894,0.85362,1.39975,0.75097,0.68167,0.74696,0.51516,1.18044,0.69513,1.73974,0.0079804,0.0079804,0.0079804
53,2892.66,0.91538,0.87417,1.40693,0.73817,0.70132,0.75677,0.51469,1.15811,0.73689,1.70874,0.0079408,0.0079408,0.0079408
54,2945.7,0.90911,0.86082,1.39688,0.67131,0.69247,0.72632,0.50087,1.23096,0.70808,1.81485,0.0079012,0.0079012,0.0079012
55,2998.56,0.90447,0.8587,1.39739,0.7224,0.70893,0.75696,0.52535,1.10832,0.81087,1.683,0.0078616,0.0078616,0.0078616
56,3051.64,0.89757,0.84085,1.39241,0.69689,0.71705,0.74438,0.5218,1.21451,0.70961,1.77709,0.007822,0.007822,0.007822
57,3104.23,0.88537,0.83171,1.38166,0.74077,0.73226,0.77051,0.537,1.21183,0.66684,1.82402,0.0077824,0.0077824,0.0077824
58,3157.12,0.88753,0.82716,1.38782,0.71428,0.72564,0.75923,0.53337,1.16728,0.80987,1.72532,0.0077428,0.0077428,0.0077428
59,3209.84,0.89009,0.82749,1.38753,0.70452,0.70242,0.74746,0.52252,1.12104,0.72045,1.68681,0.0077032,0.0077032,0.0077032
60,3263.13,0.89433,0.81928,1.38659,0.74615,0.68308,0.74997,0.53067,1.18613,0.70159,1.79359,0.0076636,0.0076636,0.0076636
61,3315.98,0.87624,0.79995,1.37708,0.73357,0.70172,0.73474,0.52409,1.12109,0.69964,1.68861,0.007624,0.007624,0.007624
62,3368.39,0.88005,0.81206,1.37784,0.73425,0.69673,0.7529,0.53786,1.12284,0.71096,1.69911,0.0075844,0.0075844,0.0075844
63,3421.53,0.87662,0.79879,1.37423,0.75561,0.71104,0.76423,0.54305,1.08539,0.70307,1.64122,0.0075448,0.0075448,0.0075448
64,3474.07,0.88082,0.8021,1.37266,0.73057,0.72324,0.75329,0.53744,1.09164,0.66765,1.65691,0.0075052,0.0075052,0.0075052
65,3527.01,0.87113,0.80376,1.37521,0.71806,0.68497,0.73318,0.52638,1.10578,0.70024,1.64937,0.0074656,0.0074656,0.0074656
66,3579.88,0.88209,0.80541,1.37424,0.6943,0.73952,0.74794,0.53393,1.23953,0.65846,1.8932,0.007426,0.007426,0.007426
67,3632.68,0.87925,0.79144,1.37279,0.71921,0.70645,0.7423,0.52957,1.15811,0.71365,1.72332,0.0073864,0.0073864,0.0073864
68,3685.32,0.86918,0.79137,1.36785,0.74157,0.71259,0.75192,0.5392,1.13307,0.70504,1.69745,0.0073468,0.0073468,0.0073468
69,3737.89,0.86037,0.77278,1.3612,0.71178,0.72463,0.75332,0.53717,1.10934,0.69746,1.65642,0.0073072,0.0073072,0.0073072
70,3791.01,0.86981,0.77494,1.36314,0.736,0.73281,0.76021,0.53953,1.16325,0.71432,1.76725,0.0072676,0.0072676,0.0072676
71,3843.44,0.8601,0.76874,1.36336,0.75062,0.73826,0.7677,0.54047,1.10029,0.69484,1.6746,0.007228,0.007228,0.007228
72,3896.47,0.86653,0.78026,1.36336,0.68909,0.75449,0.75739,0.53428,1.12332,0.73323,1.69131,0.0071884,0.0071884,0.0071884
73,3949.32,0.85034,0.76624,1.35092,0.72523,0.72823,0.75751,0.53888,1.13181,0.68129,1.68987,0.0071488,0.0071488,0.0071488
74,4002.06,0.85184,0.7625,1.34622,0.74959,0.70737,0.76051,0.54193,1.0899,0.64743,1.64572,0.0071092,0.0071092,0.0071092
75,4055.01,0.84263,0.76177,1.35105,0.74109,0.70778,0.74685,0.53939,1.10601,0.67105,1.65136,0.0070696,0.0070696,0.0070696
76,4110.41,0.8455,0.75695,1.34672,0.75661,0.68022,0.74662,0.53473,1.09861,0.66989,1.66482,0.00703,0.00703,0.00703
77,4168.2,0.85825,0.74785,1.35301,0.74477,0.6931,0.74904,0.54416,1.16361,0.7206,1.73143,0.0069904,0.0069904,0.0069904
78,4229.19,0.85369,0.75005,1.35031,0.75398,0.68342,0.73805,0.53955,1.20873,0.67407,1.86848,0.0069508,0.0069508,0.0069508
79,4283.77,0.84482,0.7497,1.34426,0.71028,0.71785,0.74387,0.52673,1.21779,0.67398,1.8377,0.0069112,0.0069112,0.0069112
80,4339.45,0.8517,0.74832,1.34788,0.72731,0.7029,0.74891,0.53356,1.22983,0.67585,1.88044,0.0068716,0.0068716,0.0068716
81,4395.38,0.84013,0.73476,1.33821,0.75699,0.69586,0.75424,0.53781,1.21604,0.65977,1.85586,0.006832,0.006832,0.006832
82,4450.75,0.83556,0.74149,1.34036,0.71527,0.70458,0.74138,0.53294,1.1559,0.72247,1.71231,0.0067924,0.0067924,0.0067924
83,4507.02,0.8365,0.72808,1.33298,0.71283,0.73745,0.74871,0.53314,1.23288,0.66738,1.89713,0.0067528,0.0067528,0.0067528
84,4562.97,0.84375,0.73579,1.3424,0.70414,0.73194,0.7505,0.53529,1.23136,0.65074,1.89786,0.0067132,0.0067132,0.0067132
85,4621.02,0.83173,0.72298,1.33774,0.70971,0.73944,0.76077,0.5412,1.12735,0.71613,1.69254,0.0066736,0.0066736,0.0066736
86,4678.05,0.83545,0.73127,1.33948,0.76597,0.68122,0.75721,0.553,1.13231,0.74849,1.7122,0.006634,0.006634,0.006634
87,4734.34,0.82542,0.71474,1.32668,0.75088,0.73264,0.77065,0.55399,1.19953,0.66114,1.84083,0.0065944,0.0065944,0.0065944
88,4796.41,0.82437,0.72163,1.32518,0.73619,0.73633,0.76888,0.55527,1.10415,0.71909,1.67473,0.0065548,0.0065548,0.0065548
89,4857.04,0.8224,0.71371,1.32392,0.74308,0.73759,0.77186,0.55867,1.09616,0.6889,1.6636,0.0065152,0.0065152,0.0065152
90,4916.55,0.82914,0.70825,1.32933,0.76066,0.7229,0.76889,0.56165,1.07318,0.68864,1.62956,0.0064756,0.0064756,0.0064756
91,4975.45,0.81721,0.70386,1.32231,0.7373,0.72497,0.75841,0.55082,1.11008,0.74547,1.6829,0.006436,0.006436,0.006436
92,5037.02,0.81972,0.70727,1.32402,0.73531,0.74431,0.76444,0.54768,1.18113,0.65935,1.83916,0.0063964,0.0063964,0.0063964
93,5096.29,0.82356,0.71834,1.32412,0.74521,0.72132,0.76328,0.54531,1.18606,0.67118,1.85306,0.0063568,0.0063568,0.0063568
94,5155.35,0.81713,0.7009,1.31992,0.71416,0.75162,0.76468,0.5515,1.1918,0.66696,1.84815,0.0063172,0.0063172,0.0063172
95,5212.88,0.80399,0.68825,1.30982,0.74254,0.713,0.76032,0.55098,1.20568,0.64522,1.87318,0.0062776,0.0062776,0.0062776
96,5269.66,0.81586,0.69732,1.31396,0.73525,0.73277,0.76441,0.54945,1.18483,0.66441,1.84704,0.006238,0.006238,0.006238
97,5326.46,0.80201,0.69228,1.31057,0.73336,0.73091,0.76534,0.54898,1.20017,0.65955,1.86965,0.0061984,0.0061984,0.0061984
98,5382.36,0.80924,0.68993,1.3097,0.74895,0.72479,0.76363,0.54684,1.21049,0.64623,1.89265,0.0061588,0.0061588,0.0061588
99,5440.7,0.80128,0.68308,1.30768,0.74538,0.7274,0.76252,0.55105,1.19278,0.65818,1.86404,0.0061192,0.0061192,0.0061192
100,5503.7,0.80358,0.68533,1.30782,0.75176,0.71361,0.76118,0.55761,1.18482,0.65804,1.85436,0.0060796,0.0060796,0.0060796
101,5565.76,0.7974,0.67423,1.30324,0.74417,0.71589,0.75965,0.55834,1.16861,0.65803,1.82483,0.00604,0.00604,0.00604
102,5624.85,0.80205,0.68577,1.31163,0.75199,0.70754,0.75863,0.55775,1.16642,0.65927,1.82472,0.0060004,0.0060004,0.0060004
103,5680.78,0.79909,0.66992,1.30676,0.75234,0.71473,0.75541,0.55433,1.15975,0.66369,1.81562,0.0059608,0.0059608,0.0059608
104,5735.51,0.79804,0.67077,1.3022,0.75706,0.71981,0.75718,0.55342,1.16145,0.64087,1.79411,0.0059212,0.0059212,0.0059212
105,5792.23,0.79168,0.66473,1.29886,0.74698,0.72728,0.76086,0.55615,1.16468,0.64373,1.80902,0.0058816,0.0058816,0.0058816
106,5848.33,0.78527,0.65178,1.29343,0.74023,0.7275,0.76054,0.55312,1.16292,0.65469,1.81249,0.005842,0.005842,0.005842
107,5904.04,0.7935,0.66661,1.29952,0.75144,0.71103,0.75581,0.55512,1.1714,0.65269,1.82584,0.0058024,0.0058024,0.0058024
108,5963.28,0.79053,0.65704,1.29561,0.72419,0.73934,0.75823,0.55392,1.1714,0.65869,1.82151,0.0057628,0.0057628,0.0057628
109,6020.12,0.78795,0.66133,1.29704,0.73351,0.73321,0.76173,0.55099,1.17956,0.6593,1.83648,0.0057232,0.0057232,0.0057232
110,6077.82,0.78789,0.66029,1.29701,0.75301,0.72094,0.76393,0.55409,1.18082,0.65442,1.8449,0.0056836,0.0056836,0.0056836
111,6135.59,0.77167,0.64797,1.28322,0.7426,0.72244,0.75989,0.55471,1.17477,0.67311,1.83792,0.005644,0.005644,0.005644
112,6193.51,0.77869,0.65452,1.28991,0.75311,0.72005,0.76068,0.5545,1.17552,0.68435,1.83104,0.0056044,0.0056044,0.0056044
113,6251.38,0.78145,0.648,1.29063,0.73164,0.71493,0.75371,0.55437,1.18932,0.66899,1.85385,0.0055648,0.0055648,0.0055648
114,6309.77,0.77788,0.6431,1.28684,0.72613,0.70766,0.75244,0.55341,1.18386,0.66653,1.84312,0.0055252,0.0055252,0.0055252
115,6366.8,0.77506,0.65593,1.28393,0.72196,0.73916,0.75907,0.5551,1.18695,0.66391,1.84463,0.0054856,0.0054856,0.0054856
116,6425.22,0.77275,0.6453,1.28409,0.74994,0.72118,0.76093,0.55517,1.18765,0.67699,1.84326,0.005446,0.005446,0.005446
117,6485.42,0.76576,0.64732,1.28286,0.74413,0.7227,0.76263,0.54829,1.19182,0.69986,1.85627,0.0054064,0.0054064,0.0054064
118,6542.56,0.76374,0.63082,1.27807,0.77028,0.71119,0.76461,0.54737,1.19841,0.70471,1.87173,0.0053668,0.0053668,0.0053668
119,6603.63,0.77043,0.63727,1.27418,0.74348,0.73048,0.76371,0.55068,1.19155,0.67811,1.85891,0.0053272,0.0053272,0.0053272
120,6678.46,0.76523,0.63229,1.27842,0.75327,0.71103,0.75981,0.55434,1.18711,0.674,1.85557,0.0052876,0.0052876,0.0052876
121,6738.42,0.75703,0.63472,1.27631,0.73783,0.72513,0.76057,0.55541,1.18328,0.66659,1.85599,0.005248,0.005248,0.005248
122,6797.68,0.75947,0.62699,1.27503,0.72122,0.73993,0.76174,0.55611,1.18867,0.65112,1.86792,0.0052084,0.0052084,0.0052084
123,6859.05,0.76306,0.62994,1.27482,0.73656,0.74069,0.76891,0.55514,1.18599,0.65554,1.87535,0.0051688,0.0051688,0.0051688
124,6930.22,0.75192,0.62339,1.27176,0.74954,0.7293,0.76728,0.55326,1.19133,0.66911,1.88445,0.0051292,0.0051292,0.0051292
125,6989.49,0.74866,0.62571,1.2646,0.75699,0.73034,0.76958,0.55428,1.18714,0.64773,1.86993,0.0050896,0.0050896,0.0050896
126,7046.56,0.74926,0.62195,1.26972,0.75075,0.73567,0.76847,0.55725,1.18352,0.64841,1.8634,0.00505,0.00505,0.00505
127,7104.8,0.75346,0.61412,1.26604,0.75378,0.73793,0.76845,0.55514,1.18268,0.65175,1.86284,0.0050104,0.0050104,0.0050104
128,7161.46,0.74879,0.60993,1.26315,0.75177,0.73971,0.76759,0.55853,1.18455,0.65572,1.86573,0.0049708,0.0049708,0.0049708
129,7217.3,0.74573,0.61557,1.26286,0.72652,0.75068,0.76605,0.55948,1.18128,0.65781,1.8596,0.0049312,0.0049312,0.0049312
130,7272.71,0.74058,0.60462,1.25952,0.75672,0.72168,0.76187,0.55881,1.1768,0.65775,1.85721,0.0048916,0.0048916,0.0048916
131,7329.12,0.74079,0.61365,1.25346,0.76098,0.72287,0.76635,0.5609,1.17594,0.65769,1.85548,0.004852,0.004852,0.004852
132,7385.12,0.74684,0.61327,1.26329,0.76229,0.72333,0.76524,0.55831,1.17721,0.6603,1.85787,0.0048124,0.0048124,0.0048124
133,7441.71,0.73933,0.59965,1.2586,0.76687,0.72391,0.76682,0.55976,1.17657,0.65731,1.85947,0.0047728,0.0047728,0.0047728
134,7498.14,0.73802,0.60811,1.25703,0.76384,0.72283,0.76588,0.55652,1.17517,0.65537,1.8586,0.0047332,0.0047332,0.0047332
135,7554.67,0.73958,0.6076,1.25976,0.76522,0.72228,0.76615,0.55571,1.17203,0.65598,1.85738,0.0046936,0.0046936,0.0046936
136,7609.8,0.73798,0.60445,1.25368,0.76908,0.71015,0.76617,0.55433,1.17221,0.66633,1.85556,0.004654,0.004654,0.004654
137,7666.28,0.74535,0.59763,1.25948,0.73072,0.74619,0.76799,0.55483,1.17106,0.66899,1.85713,0.0046144,0.0046144,0.0046144
138,7722.32,0.73245,0.59242,1.24756,0.73101,0.74675,0.76596,0.55463,1.17282,0.66735,1.86092,0.0045748,0.0045748,0.0045748
139,7778.26,0.73466,0.59416,1.2544,0.72778,0.74841,0.76777,0.55808,1.17411,0.67328,1.86196,0.0045352,0.0045352,0.0045352
140,7835.76,0.73353,0.59659,1.25033,0.73044,0.74663,0.7695,0.55927,1.17613,0.67457,1.86403,0.0044956,0.0044956,0.0044956
141,7891.49,0.72715,0.58462,1.24661,0.72064,0.7346,0.76535,0.55932,1.17657,0.67313,1.86114,0.004456,0.004456,0.004456
142,7947.07,0.72732,0.58726,1.24839,0.7362,0.72113,0.76595,0.55898,1.17704,0.67033,1.86379,0.0044164,0.0044164,0.0044164
143,8003.03,0.71799,0.58928,1.2436,0.72583,0.72866,0.76514,0.55853,1.17808,0.68163,1.86371,0.0043768,0.0043768,0.0043768
144,8059.47,0.7291,0.59223,1.24956,0.73081,0.7272,0.76518,0.55767,1.17739,0.67973,1.86079,0.0043372,0.0043372,0.0043372
145,8115.19,0.72502,0.59053,1.24772,0.73134,0.72686,0.76451,0.557,1.17862,0.67457,1.86246,0.0042976,0.0042976,0.0042976
146,8171.13,0.71995,0.57539,1.24538,0.71807,0.73624,0.76599,0.55763,1.18392,0.68028,1.86854,0.004258,0.004258,0.004258
147,8227.35,0.72244,0.58292,1.24112,0.72677,0.7266,0.7643,0.55774,1.18429,0.67764,1.86969,0.0042184,0.0042184,0.0042184
148,8283.6,0.71669,0.584,1.24192,0.72694,0.72215,0.76346,0.55758,1.18316,0.6795,1.87032,0.0041788,0.0041788,0.0041788
149,8339.34,0.71408,0.58101,1.23788,0.76168,0.69536,0.76411,0.55779,1.18374,0.67477,1.86869,0.0041392,0.0041392,0.0041392
150,8395.18,0.71133,0.57916,1.2357,0.76322,0.69621,0.7637,0.55682,1.18301,0.67383,1.86693,0.0040996,0.0040996,0.0040996
151,8450.51,0.71744,0.57121,1.23801,0.76153,0.69411,0.75648,0.55651,1.18444,0.67495,1.8678,0.00406,0.00406,0.00406
152,8506.4,0.70752,0.56155,1.23554,0.76555,0.69353,0.7579,0.55653,1.18384,0.67335,1.86833,0.0040204,0.0040204,0.0040204
153,8564.05,0.71325,0.57437,1.23638,0.74032,0.72001,0.75803,0.55591,1.18141,0.67201,1.86364,0.0039808,0.0039808,0.0039808
154,8620.34,0.70753,0.57575,1.23679,0.73988,0.72119,0.75861,0.55564,1.17823,0.67745,1.84891,0.0039412,0.0039412,0.0039412
155,8676.77,0.69806,0.56712,1.22821,0.74525,0.7272,0.76388,0.55476,1.17778,0.67709,1.84511,0.0039016,0.0039016,0.0039016
156,8733.01,0.7109,0.57265,1.23653,0.74582,0.72558,0.76305,0.55551,1.16475,0.67726,1.81376,0.003862,0.003862,0.003862
157,8789.48,0.70358,0.55751,1.23305,0.74691,0.72899,0.76652,0.55553,1.16122,0.67666,1.80485,0.0038224,0.0038224,0.0038224
158,8844.59,0.70105,0.56529,1.22997,0.74014,0.73151,0.76747,0.55779,1.16036,0.6718,1.80009,0.0037828,0.0037828,0.0037828
159,8901.58,0.71003,0.5614,1.23016,0.74673,0.72925,0.76754,0.55687,1.15565,0.67379,1.79342,0.0037432,0.0037432,0.0037432
160,8956.81,0.70237,0.56002,1.2261,0.74135,0.73134,0.76776,0.557,1.13987,0.70107,1.76102,0.0037036,0.0037036,0.0037036
161,9012.91,0.6911,0.5469,1.21939,0.74353,0.73108,0.76766,0.55774,1.13317,0.71249,1.74962,0.003664,0.003664,0.003664
162,9068.5,0.6939,0.55146,1.22305,0.74219,0.73128,0.76775,0.55739,1.13113,0.71462,1.74801,0.0036244,0.0036244,0.0036244
163,9121.98,0.69394,0.55712,1.22502,0.74615,0.73114,0.76813,0.55757,1.13388,0.70654,1.75472,0.0035848,0.0035848,0.0035848
164,9174.6,0.68772,0.54485,1.22018,0.74828,0.73286,0.76917,0.55886,1.13563,0.70664,1.75717,0.0035452,0.0035452,0.0035452
165,9227.99,0.69304,0.54898,1.22146,0.74899,0.73482,0.76909,0.55715,1.13575,0.70432,1.75839,0.0035056,0.0035056,0.0035056
166,9280.23,0.68878,0.54967,1.2216,0.74314,0.72751,0.7678,0.5586,1.137,0.70339,1.75933,0.003466,0.003466,0.003466
167,9332.81,0.67957,0.54424,1.21559,0.74467,0.72951,0.7688,0.55898,1.13672,0.70507,1.75884,0.0034264,0.0034264,0.0034264
168,9385.04,0.68424,0.53772,1.21497,0.74328,0.72976,0.76823,0.55747,1.13708,0.70264,1.75994,0.0033868,0.0033868,0.0033868
169,9437.08,0.6846,0.54125,1.21786,0.73795,0.72643,0.76477,0.55723,1.13572,0.70366,1.75832,0.0033472,0.0033472,0.0033472
170,9489.36,0.68446,0.53697,1.21667,0.73845,0.72649,0.76514,0.55888,1.13805,0.69599,1.76181,0.0033076,0.0033076,0.0033076
171,9541.22,0.68538,0.53614,1.21292,0.74244,0.72931,0.76709,0.55871,1.13825,0.69333,1.7634,0.003268,0.003268,0.003268
172,9594.47,0.68035,0.53972,1.20969,0.7404,0.73074,0.76584,0.55823,1.13705,0.69387,1.76284,0.0032284,0.0032284,0.0032284
173,9647.3,0.67774,0.54024,1.20895,0.73698,0.73079,0.76564,0.55902,1.13689,0.68872,1.76263,0.0031888,0.0031888,0.0031888
174,9700.22,0.67115,0.53177,1.21089,0.73403,0.73062,0.76419,0.5598,1.13618,0.68773,1.76209,0.0031492,0.0031492,0.0031492
175,9752.87,0.67832,0.53628,1.21172,0.73124,0.7273,0.76251,0.56056,1.13742,0.68466,1.76435,0.0031096,0.0031096,0.0031096
176,9805.71,0.67425,0.52778,1.21226,0.73034,0.72768,0.76288,0.56154,1.13827,0.68139,1.76658,0.00307,0.00307,0.00307
177,9858.42,0.66901,0.52194,1.20433,0.73028,0.72096,0.76463,0.56091,1.14047,0.67249,1.77171,0.0030304,0.0030304,0.0030304
178,9910.95,0.66396,0.52126,1.20462,0.73021,0.71541,0.76234,0.5605,1.14146,0.67273,1.77431,0.0029908,0.0029908,0.0029908
179,9964.03,0.65814,0.51984,1.19873,0.75296,0.69755,0.76283,0.56079,1.14202,0.67332,1.77642,0.0029512,0.0029512,0.0029512
180,10016.5,0.66398,0.51969,1.2012,0.75451,0.69839,0.76528,0.56225,1.13995,0.67255,1.77188,0.0029116,0.0029116,0.0029116
181,10070.2,0.6673,0.52534,1.20276,0.753,0.69868,0.76516,0.56145,1.1408,0.67255,1.77415,0.002872,0.002872,0.002872
182,10122.9,0.65129,0.51323,1.19354,0.75163,0.69739,0.76549,0.56063,1.14114,0.67007,1.77538,0.0028324,0.0028324,0.0028324
183,10175.6,0.6576,0.51419,1.19386,0.75174,0.69716,0.76514,0.55986,1.14341,0.67211,1.77981,0.0027928,0.0027928,0.0027928
184,10228.7,0.65551,0.51345,1.1939,0.7498,0.69554,0.76313,0.56198,1.14473,0.67409,1.78298,0.0027532,0.0027532,0.0027532
185,10281.3,0.65534,0.51385,1.19718,0.74955,0.69532,0.76309,0.56184,1.14399,0.67568,1.7825,0.0027136,0.0027136,0.0027136
